DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01010571,Inverness Culloden and Balloch - 01,S02001989,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010572,Inverness Culloden and Balloch - 02,S02001989,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010573,Inverness Culloden and Balloch - 03,S02001989,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010574,Inverness Culloden and Balloch - 04,S02001989,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010575,Inverness Culloden and Balloch - 05,S02001989,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010576,Inverness Culloden and Balloch - 06,S02001989,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010577,Inverness Smithton - 01,S02001990,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010578,Inverness Smithton - 02,S02001990,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010579,Inverness Smithton - 03,S02001990,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010580,Inverness Smithton - 04,S02001990,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010581,Inverness Smithton - 05,S02001990,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010582,Inverness Westhill - 01,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010583,Inverness Westhill - 02,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010584,Inverness Westhill - 03,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010585,Inverness Westhill - 04,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010586,Inverness Westhill - 05,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010587,Inverness Westhill - 06,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010588,Inverness Westhill - 07,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010589,Inverness Westhill - 08,S02001991,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010590,Inverness Inshes - 01,S02001992,Inverness Inshes,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010591,Inverness Inshes - 02,S02001992,Inverness Inshes,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010592,Inverness Inshes - 03,S02001992,Inverness Inshes,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010593,Inverness Inshes - 04,S02001992,Inverness Inshes,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010594,Inverness Inshes - 05,S02001992,Inverness Inshes,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010595,Inverness Inshes - 06,S02001992,Inverness Inshes,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010596,Inverness Slackbuie - 01,S02001993,Inverness Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010597,Inverness Slackbuie - 02,S02001993,Inverness Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010598,Inverness Slackbuie - 03,S02001993,Inverness Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010599,Inverness Lochardil and Holm Mains - 01,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010600,Inverness Lochardil and Holm Mains - 02,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010601,Inverness Lochardil and Holm Mains - 03,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010602,Inverness Lochardil and Holm Mains - 04,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010603,Inverness Lochardil and Holm Mains - 05,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010604,Inverness Lochardil and Holm Mains - 06,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010605,Inverness Lochardil and Holm Mains - 07,S02001994,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010606,Inverness Drummond - 01,S02001995,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010607,Inverness Drummond - 02,S02001995,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010608,Inverness Drummond - 03,S02001995,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010609,Inverness Drummond - 04,S02001995,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010610,Inverness Drummond - 05,S02001995,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010611,Inverness Hilton - 01,S02001996,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010612,Inverness Hilton - 02,S02001996,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010613,Inverness Hilton - 03,S02001996,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010614,Inverness Hilton - 04,S02001996,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010615,Inverness Hilton - 05,S02001996,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010616,Inverness Drakies - 01,S02001997,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010617,Inverness Drakies - 02,S02001997,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010618,Inverness Drakies - 03,S02001997,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010619,"Inverness Central, Raigmore and Longman - 01",S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010620,"Inverness Central, Raigmore and Longman - 02",S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010621,"Inverness Central, Raigmore and Longman - 03",S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010622,"Inverness Central, Raigmore and Longman - 04",S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010623,"Inverness Central, Raigmore and Longman - 05",S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010624,"Inverness Central, Raigmore and Longman - 06",S02001998,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010625,Inverness Crown and Haugh - 01,S02001999,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010626,Inverness Crown and Haugh - 02,S02001999,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010627,Inverness Crown and Haugh - 03,S02001999,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010628,Inverness Crown and Haugh - 04,S02001999,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010629,Inverness Crown and Haugh - 05,S02001999,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010630,Inverness Ballifeary and Dalneigh - 01,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010631,Inverness Ballifeary and Dalneigh - 02,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010632,Inverness Ballifeary and Dalneigh - 03,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010633,Inverness Ballifeary and Dalneigh - 04,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010634,Inverness Ballifeary and Dalneigh - 05,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010635,Inverness Ballifeary and Dalneigh - 06,S02002000,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010636,Inverness Muirtown - 01,S02002001,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010637,Inverness Muirtown - 02,S02002001,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010638,Inverness Muirtown - 03,S02002001,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010639,Inverness Muirtown - 04,S02002001,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010640,Inverness Muirtown - 05,S02002001,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010641,Inverness Merkinch - 01,S02002002,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010642,Inverness Merkinch - 02,S02002002,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010643,Inverness Merkinch - 03,S02002002,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010644,Inverness Merkinch - 04,S02002002,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010645,Inverness Scorguie - 01,S02002003,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010646,Inverness Scorguie - 02,S02002003,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010647,Inverness Scorguie - 03,S02002003,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010648,Inverness Scorguie - 04,S02002003,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010649,Inverness Scorguie - 05,S02002003,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010650,Inverness Kinmylies and South West - 01,S02002004,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010651,Inverness Kinmylies and South West - 02,S02002004,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010652,Inverness Kinmylies and South West - 03,S02002004,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010653,Inverness Kinmylies and South West - 04,S02002004,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010654,Inverness Kinmylies and South West - 05,S02002004,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010655,Inverness West Rural - 01,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010656,Inverness West Rural - 02,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010657,Inverness West Rural - 03,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010658,Inverness West Rural - 04,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010659,Inverness West Rural - 05,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010660,Inverness West Rural - 06,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010661,Inverness West Rural - 07,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010662,Inverness West Rural - 08,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010663,Inverness West Rural - 09,S02002005,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010664,Loch Ness - 01,S02002006,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010665,Loch Ness - 02,S02002006,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010666,Loch Ness - 03,S02002006,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010667,Loch Ness - 04,S02002006,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010668,Loch Ness - 05,S02002006,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010669,Lochalsh - 01,S02002007,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010670,Lochalsh - 02,S02002007,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010671,Lochalsh - 03,S02002007,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010672,Lochalsh - 04,S02002007,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010673,Skye South - 01,S02002008,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010674,Skye South - 02,S02002008,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010675,Skye South - 03,S02002008,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010676,Skye South - 04,S02002008,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010677,Skye North East - 01,S02002009,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010678,Skye North East - 02,S02002009,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010679,Skye North East - 03,S02002009,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010680,Skye North East - 04,S02002009,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010681,Skye North East - 05,S02002009,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010682,Skye North West - 01,S02002010,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010683,Skye North West - 02,S02002010,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010684,Skye North West - 03,S02002010,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010685,Skye North West - 04,S02002010,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010686,Ross and Cromarty South West - 01,S02002011,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010687,Ross and Cromarty South West - 02,S02002011,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010688,Ross and Cromarty South West - 03,S02002011,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010689,Ross and Cromarty South West - 04,S02002011,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010690,Ross and Cromarty North West - 01,S02002012,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010691,Ross and Cromarty North West - 02,S02002012,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010692,Ross and Cromarty North West - 03,S02002012,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010693,Ross and Cromarty North West - 04,S02002012,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010694,Ross and Cromarty North West - 05,S02002012,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010695,Ross and Cromarty Central - 01,S02002013,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010696,Ross and Cromarty Central - 02,S02002013,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010697,Ross and Cromarty Central - 03,S02002013,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010698,Ross and Cromarty Central - 04,S02002013,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010699,Ross and Cromarty East - 01,S02002014,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010700,Ross and Cromarty East - 02,S02002014,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010701,Ross and Cromarty East - 03,S02002014,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010702,Ross and Cromarty East - 04,S02002014,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010703,Muir of Ord - 01,S02002015,Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010704,Muir of Ord - 02,S02002015,Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010705,Muir of Ord - 03,S02002015,Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010706,Muir of Ord - 04,S02002015,Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010707,Conon - 01,S02002016,Conon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010708,Conon - 02,S02002016,Conon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010709,Conon - 03,S02002016,Conon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010710,Conon - 04,S02002016,Conon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010711,Conon - 05,S02002016,Conon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010712,Dingwall - 01,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010713,Dingwall - 02,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010714,Dingwall - 03,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010715,Dingwall - 04,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010716,Dingwall - 05,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010717,Dingwall - 06,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010718,Dingwall - 07,S02002017,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010719,Black Isle South - 01,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010720,Black Isle South - 02,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010721,Black Isle South - 03,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010722,Black Isle South - 04,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010723,Black Isle South - 05,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010724,Black Isle South - 06,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010725,Black Isle South - 07,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010726,Black Isle South - 08,S02002018,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010727,Black Isle North - 01,S02002019,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010728,Black Isle North - 02,S02002019,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010729,Black Isle North - 03,S02002019,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010730,Black Isle North - 04,S02002019,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010731,Black Isle North - 05,S02002019,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010732,Alness - 01,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010733,Alness - 02,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010734,Alness - 03,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010735,Alness - 04,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010736,Alness - 05,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010737,Alness - 06,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010738,Alness - 07,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010739,Alness - 08,S02002020,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010740,Invergordon - 01,S02002021,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010741,Invergordon - 02,S02002021,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010742,Invergordon - 03,S02002021,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010743,Invergordon - 04,S02002021,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010744,Invergordon - 05,S02002021,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010745,Invergordon - 06,S02002021,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010746,Seaboard - 01,S02002022,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010747,Seaboard - 02,S02002022,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010748,Seaboard - 03,S02002022,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010749,Seaboard - 04,S02002022,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010750,Seaboard - 05,S02002022,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010751,Seaboard - 06,S02002022,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010752,Tain - 01,S02002023,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010753,Tain - 02,S02002023,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010754,Tain - 03,S02002023,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010755,Tain - 04,S02002023,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010756,Tain - 05,S02002023,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010757,Sutherland South - 01,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010758,Sutherland South - 02,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010759,Sutherland South - 03,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010760,Sutherland South - 04,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010761,Sutherland South - 05,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010762,Sutherland South - 06,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010763,Sutherland South - 07,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010764,Sutherland South - 08,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010765,Sutherland South - 09,S02002024,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010766,Sutherland East - 01,S02002025,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010767,Sutherland East - 02,S02002025,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010768,Sutherland East - 03,S02002025,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010769,Sutherland East - 04,S02002025,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010770,Sutherland East - 05,S02002025,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010771,Sutherland East - 06,S02002025,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010772,Caithness South - 01,S02002026,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010773,Caithness South - 02,S02002026,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010774,Caithness South - 03,S02002026,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010775,Caithness South - 04,S02002026,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010776,Wick South - 01,S02002027,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010777,Wick South - 02,S02002027,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010778,Wick South - 03,S02002027,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010779,Wick South - 04,S02002027,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010780,Wick South - 05,S02002027,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010781,Wick South - 06,S02002027,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
